Tweets	partition	Topics
saudia arabia report death mers disease israel news ynetnews	train	6
rt torrential rain india nepal flooding landslide first toll victim	train	5
nepal f india god hope srvivs get help reqird prayer wid evry der	train	11
rt shld better shut uch manage ebola disease say cmd	train	9
rt spread prevention measure ebola virus spread jesus cure world sin http	train	9
rt prayer best armor among trial	train	8
latest florida show symptom deadly middle eastern virus	train	6
odio que sea tendencia en argentina se acuerdan del argentinos matare boliviano mutilare peruanos degollare	train	2
rt tourist baja california look shelter hurricane odile wreaks havoc	train	4
mers virus symptom remedy treatment	train	6
st case mers detected n america question	train	6
post picture favorite building monument masterpiece neo amstrong cyclone jet amstrong entah	train	10
rt pide donaciones h alimentos frazadas etc se deje enganar por falsos funcionarios que piden dinero informese b	train	2
hero kashmir flood	train	7
rt vanuatu tuvalu red cross team assessing responding impact severe tropical cyclone pam	train	10
rescue operation begin flood wreak havoc kashmir rediff ishare	train	7
aftermath chile earthquake	dev	3
rt oh listen people end day patrick dempsey still much alive people nepal	train	11
brilliant napa earthquake wine bucket challenge	train	1
wine wine price increase california earthquake	train	1
flood punjab area seems like venice	train	7
typhoon hagupit hit philippine evacuee express relief fear repeat devastation left	train	8
talk killer result dead body	train	0
ww utc km nw geyser n w sr depth km	train	1
picture cabo san lucas baja california incredible hurricane put place blender much destruction	train	4
dead powerful new hit	train	0
rt estimated time arrival initial wave hawaii hst	train	3
rt american still question symptom need know	test	9
develop symptom flight may take stop hour huh ban flight rt	train	9
rt flood situation assam grim toll rise	test	5
typhoon spare philippine major damage	train	8
rt photo aftermath shared staff	train	10
rt pakistani kashmiri want india border opened flood relief	train	7
fuerza norte chile mi oraciones dios por su tranquilidad paz vamos chile	train	2
watching old school	train	10
rt social medium come alive eve typhoon via via ar	train	8
sikh sevak send food packet earthquake hit nepal thanks	test	11
rt nepal missing trekking langtang near ghore tabela please rt	test	11
rt sad kid nepal school end couple day family house g	train	11
san francisco earthquake wine country injured dozen people	train	1
florida show symptom deadly middle eastern virus two healthcare worker	dev	6
rt see outcome recent earthquake nepal wonder nature fury enough people	test	11
rt tropical cyclone pam slam vanuatu report entire village wiped	train	10
rt educate people amp answer ebola	train	9
dead flood wash away home nepal india doctor inspect x ray landslide victim	train	5
news flood fury north india dozen killed lakh affected	train	5
si la tv se va la autoridades se relajaran critiquen el periodismo hay muchas persona q necesitan ayuda le ha llegado	train	2
rt nepal earthquake loved one affected please share w u safe place	train	11
rt jueves viernes frente rodoviario recibo ayuda de alimentos perecibles p enviar pescadores	train	2
rt winery business northern california wine country ass damage today earthquake	train	1
rt cabela caretaker posted pic facebook atty general pam bondi paid visit old cabela pull	train	10
alum time sweet boy fred formerly winnie pooh adopted back thanks pam osborne	train	10
rt even live country still pray	train	3
lie came attack nigeria ebola disease govt	test	9
flood fury uttarakhand assam bihar lakh displaced zee news	dev	5
cc san miguel lima w others	dev	3
rt fe people nepal	train	11
rt prayer thought god keep safe	train	3
typhoon hagupit power line cut tree torn people independent	train	8
updated mers cov case definition infection prevention control guideline saudi moh may th	test	6
rt moving pic god bless	train	11
rt warning anyone risk diabetes lung disease avoid camel	train	6
rt symptom nausea vomiting diarrhea bloody red eye chest pain amp cough stomach pain severe weightloss bleeding f	train	9
please check new video main support	dev	0
rt keep safe everyone let u always pray	test	3
together stop prevention tip	train	9
shopping con la gre fede	train	3
cyclone pam vanuatu death toll rise australia pledge aid rolling report	train	10
look earthquake impact california region link removed	train	1
usa news hot news earthquake dozen injured critically strong earthquake california	train	1
think reflection quite true interesting	train	3
rt kbd b indus river flood r watching punjab river indus whenever	test	7
rt nearest legazpi city tomorrow say	train	8
rt update sixth person died following earthquake chile coast	train	3
odisha flood village still marooned	train	5
wl toy v cyclone ufo channel axis gyro quadcopter ghz ready fly green	train	10
cancelan la alerta de tsunami suman seis los muertos por el fuerte terremoto en chile hay argentinos entre la victimas	train	2
rt must show solidarity help flood ravaged kashmir valley pm modi ji show way everyone hit flood u	test	7
rt krishna lost home day ago focusing helping others	train	11
tweet question sure include tweet answer u patent ebola	train	9
pam jim fucking dwight give life	train	10
attempt class ebola international threat disguise fact ebola nigger disease stay away nigger	train	9
pdma next nothing resource help people ask need exactly	test	0
expect much government buy water purifier clean surroundings wash hand help	dev	11
huge pacific cyclone devastates vanuatu least eight dead	test	10
north chile magnitude coastal earthquake kill five businessweek	train	3
geneticist talk screening disease going able able drastically reduce genetic disease	train	9
omg please stop talking ask question	train	9
bbc news chile earthquake panic buying cleanup effort continues	train	3
jawbone reveals many user woken napa earthquake	dev	1
every human author health disease bantu campaign ttg ebola jngan lupa hastag	test	9
help govt take per constitut cntrl armyisi	train	0
rt prayer go dan family lost someone today nepal missed	test	11
prayer affected morning	test	1
think shore cud help make case water boundary extension expert	train	0
ebola question answer salt water cure prevent ebola rumour spreading around pop	train	9
odisha flood leave people homeless kolkata flood indian state odisha killed	dev	5
donated support nepal earthquake survivor hope	test	11
rt magnitude earthquake occurred mi sw napa california detail map	train	1
thetrent breaking news dead hospitalised high salt consumption ebola prevention	train	9
flood india amp pakistan deserve coverage scene entire city underwater rise river stunning	train	7
nepal flood toll top	train	5
developed nation sown wind vanuatu reaped whirlwind andrew simms	train	10
cdc first case deadly middle eastern virus confirmed center disease control prev	train	6
rt death toll rise make heart sink emergency declared nepal pls contribute pm relief fund	train	11
pastor e adeboye speaks deadly ebola virus disease lagos report second case deadly e	train	9
inside ward designed treat ebola patient deadly disease infected since march	train	9
rt move body like cyclone	test	10
usgs report km nw muscoy california utc	dev	0
napa valley winery sustain damage earthquake la time via	train	1
number search reflects big news story ebola virus symptom treatment prevention	train	9
